i:relationTypes	f:relationTypesStd	f:edgesPerRelationTypes	i:cycles	i:patternEdges	i:patternVertices	i:highestDegreeVertex	f:matches	i:edgePairs	f:SSsum	f:SSmean	f:SSstandardDeviation	f:SSmin	f:SSmax	f:vrMean	f:vrMin	g:query	s:pattern
2	0	1	0	2	3	2	3.694078	1	0.155697249	0.155697249	0	0.155697249	0.155697249	1	1	X1,usedfor,X0;X1,madeof,X2;	crash_cymbal,madeof,bronze;crash_cymbal,usedfor,make_loud_noise;
2	0	1	0	2	3	2	3.0086	1	0.155697249	0.155697249	0	0.155697249	0.155697249	1	1	X1,madeof,X2;X0,usedfor,X1;	computer_chip,madeof,silicon;gold,usedfor,computer_chip;
2	0	1	0	2	3	2	3.007321	1	0.097280308	0.097280308	0	0.097280308	0.097280308	1	1	X2,partof,X0;X1,capableof,X0;	person,capableof,unicycle;one_wheel,partof,unicycle;
2	0	1	0	2	3	2	4.2647	1	0.124198554	0.124198554	0	0.124198554	0.124198554	1	1	X2,desires,X0;X1,partof,X2;	right_to_be_protect,partof,child;child,desires,make_thing;
2	0	1	0	2	3	2	5.162373	1	0.097280308	0.097280308	0	0.097280308	0.097280308	1	1	X2,partof,X0;X0,capableof,X1;	many_person,capableof,part_hair;exercise_equipment_in_their_home,partof,many_person;
2	0	1	0	2	3	2	3.964778	1	0.530194561	0.530194561	0	0.530194561	0.530194561	1	1	X2,motivatedbygoal,X1;X0,causes,X2;	watch_movie,causes,yawn;yawn,motivatedbygoal,you_be_sleepy;
2	0	1	0	2	3	2	3.338855	1	0.404920019	0.404920019	0	0.404920019	0.404920019	1	1	X2,capableof,X1;X0,desires,X2;	advertise_can_make_you,desires,thing;thing,capableof,be_in_two_state_at_once;
2	0	1	0	2	3	2	3.191451	1	0.207436179	0.207436179	0	0.207436179	0.207436179	1	1	X0,partof,X2;X2,causes,X1;	leave_in_group_of_three,partof,poison_ivy;poison_ivy,causes,itch_of_skin;
2	0	1	0	2	3	2	4.150664	1	0.21054337	0.21054337	0	0.21054337	0.21054337	1	1	X0,capableof,X1;X1,causes,X2;	urinate,causes,intense_pain;baby,capableof,urinate;
2	0	1	0	2	3	2	4.800318	1	0.297808601	0.297808601	0	0.297808601	0.297808601	1	1	X2,usedfor,X0;X1,partof,X2;	body_armor,usedfor,protect_bearer_from_kinetic_energy_attack;brassard,partof,body_armor;
2	0	1	0	2	3	2	3.943049	1	0.297808601	0.297808601	0	0.297808601	0.297808601	1	1	X2,partof,X0;X2,usedfor,X1;	on_off_switch,usedfor,turn_something_on_or_off;on_off_switch,partof,most_electric_device;
2	0	1	0	2	3	2	4.73504	1	1	1	0	1	1	1	1	X1,causesdesire,X2;X2,causes,X0;	take_midterm,causes,academic_success;need_to_pass,causesdesire,take_midterm;
2	0	1	0	2	3	2	3.432328	1	0.21054337	0.21054337	0	0.21054337	0.21054337	1	1	X1,capableof,X2;X0,causes,X2;	peace_talk,capableof,end_war;fight_war,causes,end_war;
2	0	1	0	2	3	2	3.279211	1	0.297808601	0.297808601	0	0.297808601	0.297808601	1	1	X0,partof,X1;X2,usedfor,X0;	bed,partof,should;cloth,usedfor,bed;
2	0	1	0	2	3	2	3.631241	1	0.513726958	0.513726958	0	0.513726958	0.513726958	1	1	X0,madeof,X2;X1,partof,X0;	hazelnut,madeof,hazel;cupule,partof,hazelnut;
2	0	1	0	2	3	2	5.138198	1	0.530194561	0.530194561	0	0.530194561	0.530194561	1	1	X0,motivatedbygoal,X2;X0,causes,X1;	fence,causes,pierce_injury;fence,motivatedbygoal,enclose_space;
2	0	1	0	2	3	2	3.629919	1	0.276284161	0.276284161	0	0.276284161	0.276284161	1	1	X1,causes,X2;X2,usedfor,X0;	work_box_office,causes,get_pay;get_pay,usedfor,be_able_to_buy_food;
2	0	1	0	2	3	2	3.628082	1	0.250130823	0.250130823	0	0.250130823	0.250130823	1	1	X0,motivatedbygoal,X2;X0,capableof,X1;	exercise,motivatedbygoal,keep_up_with_your_dog;exercise,capableof,heat_muscle;
2	0	1	0	2	3	2	3.889694	1	0.35782651	0.35782651	0	0.35782651	0.35782651	1	1	X2,causesdesire,X0;X2,capableof,X1;	new_car,capableof,burn_through_few_dollar;new_car,causesdesire,spend_money;
2	0	1	0	2	3	2	3.892818	1	0.297808601	0.297808601	0	0.297808601	0.297808601	1	1	X2,partof,X1;X0,usedfor,X1;	soft_fur_and_sharp_tooth,partof,kitten;basket,usedfor,kitten;
2	0	1	0	2	3	2	3.405858	1	0.180150169	0.180150169	0	0.180150169	0.180150169	1	1	X2,desires,X0;X0,causes,X1;	many_person,desires,listen_to_music;listen_to_music,causes,awaken_of_memory;
2	0	1	0	2	3	2	3.894205	1	1	1	0	1	1	1	1	X0,causesdesire,X2;X1,causes,X0;	wait_in_line,causes,boredom;boredom,causesdesire,go_to_sport_event;
2	0	1	0	2	3	2	3.926908	1	0.171468792	0.171468792	0	0.171468792	0.171468792	1	1	X2,causesdesire,X1;X0,usedfor,X1;	see_ill_person,causesdesire,stay_healthy;eat_healthily,usedfor,stay_healthy;
2	0	1	0	2	3	2	3.283075	1	0.35782651	0.35782651	0	0.35782651	0.35782651	1	1	X2,capableof,X0;X1,causesdesire,X2;	not_die,causesdesire,breathe;breathe,capableof,require_oxygen;
2	0	1	0	2	3	2	3.400365	1	0.171468792	0.171468792	0	0.171468792	0.171468792	1	1	X1,usedfor,X0;X1,causesdesire,X2;	discussion,usedfor,explain_something;discussion,causesdesire,illustrate_point;
2	0	1	0	2	3	2	3.399328	1	0.35782651	0.35782651	0	0.35782651	0.35782651	1	1	X0,causesdesire,X1;X2,capableof,X1;	mistake,causesdesire,lie;george_bush,capableof,lie;
2	0	1	0	2	3	2	3.923037	1	0.304842538	0.304842538	0	0.304842538	0.304842538	1	1	X1,usedfor,X2;X0,capableof,X1;	tree_provide_oxygen_so_animal,capableof,breathe;breathe,usedfor,provide_your_body_with_oxygen;
2	0	1	0	2	3	2	4.305545	1	0.159641537	0.159641537	0	0.159641537	0.159641537	1	1	X0,motivatedbygoal,X1;X2,usedfor,X0;	bagpipe,usedfor,play;play,motivatedbygoal,play_be_fun;
2	0	1	0	2	3	2	3.166134	1	0.513726958	0.513726958	0	0.513726958	0.513726958	1	1	X1,madeof,X2;X0,partof,X2;	corncob,partof,corn;chicken,madeof,corn;
2	0	1	0	2	3	2	3.158965	1	0.207436179	0.207436179	0	0.207436179	0.207436179	1	1	X0,partof,X2;X0,causes,X1;	waste,causes,emaciate;waste,partof,modern_consumer_lifestyle;
2	0	1	0	2	3	2	3.841422	1	0.132800827	0.132800827	0	0.132800827	0.132800827	1	1	X2,usedfor,X1;X2,desires,X0;	person_who,usedfor,manual_labor_be_not_lazy;person_who,desires,get_fit_should_exercise;
2	0	1	0	2	3	2	3.154728	1	0.132800827	0.132800827	0	0.132800827	0.132800827	1	1	X1,desires,X0;X0,usedfor,X2;	read,usedfor,enjoy_yourself;after_good_meal_i,desires,read;
2	0	1	0	2	3	2	4.502086	1	0.159641537	0.159641537	0	0.159641537	0.159641537	1	1	X1,usedfor,X0;X2,motivatedbygoal,X1;	bring_date_and_buy_movie_ticket,motivatedbygoal,see_movie;see_movie,usedfor,education;
2	0	1	0	2	3	2	4.229144	1	0.404920019	0.404920019	0	0.404920019	0.404920019	1	1	X0,capableof,X1;X0,desires,X2;	most_person,capableof,suffer_fool_only_sparingly;most_person,desires,win_lottery;
2	0	1	0	2	3	2	3.849788	1	0.530194561	0.530194561	0	0.530194561	0.530194561	1	1	X1,motivatedbygoal,X0;X2,causes,X0;	train_for_marathon,causes,get_fit;run_in_marathon,motivatedbygoal,get_fit;
2	0	1	0	2	3	2	3.826269	1	0.21054337	0.21054337	0	0.21054337	0.21054337	1	1	X2,capableof,X1;X2,causes,X0;	breathe,capableof,require_oxygen;breathe,causes,choke;
2	0	1	0	2	3	2	3.126131	1	0.513726958	0.513726958	0	0.513726958	0.513726958	1	1	X0,partof,X1;X0,madeof,X2;	sunflower_seed,madeof,sunflower_oil;sunflower_seed,partof,common_sunflower;
2	0	1	0	2	3	2	3.113609	1	0.21054337	0.21054337	0	0.21054337	0.21054337	1	1	X0,capableof,X1;X2,causes,X0;	fire,capableof,burn_thing;cigarette,causes,fire;
2	0	1	0	2	3	2	3.754578	1	0.530194561	0.530194561	0	0.530194561	0.530194561	1	1	X0,causesdesire,X2;X2,motivatedbygoal,X1;	have_someone_love_you,causesdesire,make_person_laugh;make_person_laugh,motivatedbygoal,them_to_have_good_time;
2	0	1	0	2	3	2	3.852175	1	0.10059326	0.10059326	0	0.10059326	0.10059326	1	1	X2,capableof,X0;X2,madeof,X1;	glue,capableof,stick_wood;glue,madeof,flour_and_water;
2	0	1	0	2	3	2	3.09691	1	0.52189478	0.52189478	0	0.52189478	0.52189478	1	1	X1,desires,X0;X2,motivatedbygoal,X0;	bald_eagle,desires,eat_fish;bring_home_some_fish,motivatedbygoal,eat_fish;
2	0	1	0	2	3	2	3.225826	1	0.250130823	0.250130823	0	0.250130823	0.250130823	1	1	X0,motivatedbygoal,X2;X1,capableof,X0;	eat_ice_cream,motivatedbygoal,it_taste_good;like_person_cat,capableof,eat_ice_cream;
2	0	1	0	2	3	2	5.061245	1	0.276284161	0.276284161	0	0.276284161	0.276284161	1	1	X2,usedfor,X1;X2,causes,X0;	light_fire,usedfor,aesthetic;light_fire,causes,something_to_burn;
2	0	1	0	2	3	2	4.42896	1	0.171468792	0.171468792	0	0.171468792	0.171468792	1	1	X0,causesdesire,X2;X2,usedfor,X1;	take_midterm,usedfor,pass;need_to_pass,causesdesire,take_midterm;
2	0	1	0	2	3	2	3.215373	1	1	1	0	1	1	1	1	X0,causesdesire,X1;X0,causes,X2;	discrimination,causes,death;discrimination,causesdesire,change_society;
2	0	1	0	2	3	2	4.651927	1	0.530194561	0.530194561	0	0.530194561	0.530194561	1	1	X0,motivatedbygoal,X1;X1,causes,X2;	maintain_muscle_strength,motivatedbygoal,look_good;look_good,causes,person_to_like_you_more;
2	0	1	0	2	3	2	3.272074	1	0.52189478	0.52189478	0	0.52189478	0.52189478	1	1	X1,desires,X0;X0,motivatedbygoal,X2;	little_kid,desires,play;play,motivatedbygoal,play_be_fun;
2	0	1	0	2	3	2	3.996293	1	0.155697249	0.155697249	0	0.155697249	0.155697249	1	1	X1,usedfor,X2;X0,madeof,X1;	gin,usedfor,drink;martini,madeof,gin;
2	0	1	0	2	3	2	3.202761	1	0.215528309	0.215528309	0	0.215528309	0.215528309	0.512	0.512	X2,symbolof,X1;X0,atlocation,X1;	rabbit,symbolof,moon;gamow,atlocation,moon;
2	0	1	0	2	3	2	3.252853	1	0.215528309	0.215528309	0	0.215528309	0.215528309	0.512	0.512	X0,symbolof,X1;X2,atlocation,X0;	king,atlocation,moon;moon,symbolof,memory;
2	0	1	0	2	3	2	3.103119	1	0.22415937	0.22415937	0	0.22415937	0.22415937	0.756	0.512	X2,capableof,X1;X0,atlocation,X1;	index_card_cabinet,atlocation,library;cat,capableof,library;
2	0	1	0	2	3	2	3.634779	1	0.192077785	0.192077785	0	0.192077785	0.192077785	0.756	0.512	X1,atlocation,X2;X2,madeof,X0;	roach,atlocation,cabinet;cabinet,madeof,steel;
2	0	1	0	2	3	2	3.873553	1	0.275322582	0.275322582	0	0.275322582	0.275322582	0.756	0.512	X0,usedfor,X2;X2,atlocation,X1;	guitar,atlocation,toy_store;bicycle,usedfor,guitar;
2	0	1	0	2	3	2	3.332236	1	0.160283965	0.160283965	0	0.160283965	0.160283965	0.756	0.512	X0,motivatedbygoal,X2;X0,atlocation,X1;	program,motivatedbygoal,specialize_software;program,atlocation,conference;
2	0	1	0	2	3	2	3.610341	1	0.190754798	0.190754798	0	0.190754798	0.190754798	0.756	0.512	X2,atlocation,X0;X2,causes,X1;	cabbage,atlocation,freezer;cabbage,causes,gas;
2	0	1	0	2	3	2	4.34647	1	0.237228094	0.237228094	0	0.237228094	0.237228094	0.756	0.512	X0,partof,X1;X2,atlocation,X0;	radio_club_peruano,atlocation,lima;lima,partof,peru;
2	0	1	0	2	3	2	3.274158	1	0.160283965	0.160283965	0	0.160283965	0.160283965	0.756	0.512	X0,motivatedbygoal,X1;X2,atlocation,X1;	have_bat,motivatedbygoal,play_tennis;person,atlocation,play_tennis;
2	0	1	0	2	3	2	3.329805	1	0.108396964	0.108396964	0	0.108396964	0.108396964	0.756	0.512	X1,atlocation,X0;X2,desires,X0;	worm,atlocation,soil;plant,desires,soil;
2	0	1	0	2	3	2	2.986772	1	0.158348505	0.158348505	0	0.158348505	0.158348505	0.756	0.512	X1,usedfor,X0;X1,symbolof,X2;	wed_ring,symbolof,wed;wed_ring,usedfor,marriage_proposal;
2	0	1	0	2	3	2	3.127105	1	0.190754798	0.190754798	0	0.190754798	0.190754798	0.756	0.512	X1,atlocation,X0;X0,causes,X2;	worker,atlocation,shop;shop,causes,panic;
2	0	1	0	2	3	2	3.79407	1	0.108396964	0.108396964	0	0.108396964	0.108396964	0.756	0.512	X0,atlocation,X1;X0,desires,X2;	salesman,atlocation,any_large_city;salesman,desires,advertise;
2	0	1	0	2	3	2	3.015779	1	0.160283965	0.160283965	0	0.160283965	0.160283965	0.756	0.512	X2,motivatedbygoal,X1;X0,atlocation,X2;	small_dog_in,atlocation,fence;fence,motivatedbygoal,enjoy_copetition;
2	0	1	0	2	3	2	4.893157	1	0.275322582	0.275322582	0	0.275322582	0.275322582	0.756	0.512	X0,usedfor,X1;X0,atlocation,X2;	earring,atlocation,jewelry_box;earring,usedfor,rebel_against_your_parent;
2	0	1	0	2	3	2	4.840996	1	0.22415937	0.22415937	0	0.22415937	0.22415937	0.756	0.512	X2,atlocation,X1;X1,capableof,X0;	hotdog,capableof,cause_cancer;lizard,atlocation,hotdog;
2	0	1	0	2	3	2	1.690196	1	0.213943966	0.213943966	0	0.213943966	0.213943966	0.756	0.512	X2,notableidea,X0;X1,causes,X0;	faithfulness,causes,trust;annette_baier,notableidea,trust;
2	0	1	0	2	3	2	6.343435	1	0.22415937	0.22415937	0	0.22415937	0.22415937	0.756	0.512	X0,capableof,X1;X0,atlocation,X2;	chairman,capableof,chair_meet;chairman,atlocation,meet;
2	0	1	0	2	3	2	3.032216	1	0.190754798	0.190754798	0	0.190754798	0.190754798	0.756	0.512	X0,atlocation,X1;X2,causes,X0;	shark,atlocation,movie_jaw;make_person_laugh,causes,shark;
2	0	1	0	2	3	2	4.161997	1	0.275322582	0.275322582	0	0.275322582	0.275322582	0.756	0.512	X1,usedfor,X0;X2,atlocation,X0;	socialise,usedfor,water_cool;chatty_person,atlocation,water_cool;
2	0	1	0	2	3	2	5.416168	1	0.237228094	0.237228094	0	0.237228094	0.237228094	0.756	0.512	X0,partof,X1;X2,atlocation,X1;	18_airport,partof,antarctica;ficheto_point,atlocation,antarctica;
2	0	1	0	2	3	2	3.342817	1	0.192077785	0.192077785	0	0.192077785	0.192077785	0.756	0.512	X0,atlocation,X1;X0,madeof,X2;	apple_tree,atlocation,apple_orchard;apple_tree,madeof,applewood;
2	0	1	0	2	3	2	4.138397	1	0.237228094	0.237228094	0	0.237228094	0.237228094	0.756	0.512	X1,atlocation,X2;X1,partof,X0;	swim_pool,atlocation,any_city;swim_pool,partof,patio;
2	0	1	0	2	3	2	3.053078	1	0.13917721	0.13917721	0	0.13917721	0.13917721	0.756	0.512	X0,causesdesire,X1;X2,atlocation,X0;	snowy_mountain,causesdesire,ski;lake_jindabyne,atlocation,snowy_mountain;
2	0	1	0	2	3	2	2.513218	1	0.158348505	0.158348505	0	0.158348505	0.158348505	0.756	0.512	X0,usedfor,X2;X1,symbolof,X0;	cotton_blanket,symbolof,cloud;cloud,usedfor,indicate_tornado;
2	0	1	0	2	3	2	5.146292	1	0.275322582	0.275322582	0	0.275322582	0.275322582	0.756	0.512	X1,atlocation,X2;X2,usedfor,X0;	table,usedfor,hold_vase;lot_of_book,atlocation,table;
2	0	1	0	2	3	2	4.953716	1	0.237228094	0.237228094	0	0.237228094	0.237228094	0.756	0.512	X0,atlocation,X2;X1,partof,X0;	violin,atlocation,musuem;chin_rest,partof,violin;
2	0	1	0	2	3	2	3.71265	1	0.13917721	0.13917721	0	0.13917721	0.13917721	0.756	0.512	X1,atlocation,X0;X1,causesdesire,X2;	illness,atlocation,medical_reference_book;illness,causesdesire,have_checkup;
2	0	1	0	2	3	2	3.077731	1	0.22415937	0.22415937	0	0.22415937	0.22415937	0.756	0.512	X2,capableof,X0;X0,atlocation,X1;	sleep,atlocation,house;pig,capableof,sleep;
2	0	1	0	2	3	2	2.599883	1	0.318475467	0.318475467	0	0.318475467	0.318475467	0.756	0.512	X2,partof,X0;X0,symbolof,X1;	mild_gravity,partof,moon;moon,symbolof,memory;
2	0	1	0	2	3	2	3.525563	1	0.192077785	0.192077785	0	0.192077785	0.192077785	0.756	0.512	X1,madeof,X0;X0,atlocation,X2;	glas,madeof,sand;sand,atlocation,beach;
2	0	1	0	2	3	2	3.370883	1	0.108396964	0.108396964	0	0.108396964	0.108396964	0.756	0.512	X1,desires,X2;X0,atlocation,X1;	safety_in_arm,atlocation,firefighter;firefighter,desires,know_weather_prediction;
2	0	1	0	2	3	2	3.934599	1	0.192077785	0.192077785	0	0.192077785	0.192077785	0.756	0.512	X1,madeof,X0;X2,atlocation,X0;	fall_leave,atlocation,tree;paper,madeof,tree;
2	0	1	0	2	3	2	1.755875	1	0.192788584	0.192788584	0	0.192788584	0.192788584	0.756	0.512	X0,symbolof,X1;X0,causes,X2;	olympics,causes,you_get_to_read_newspaper;olympics,symbolof,medal;
2	0	1	0	2	3	2	2.789581	1	0.160171351	0.160171351	0	0.160171351	0.160171351	0.343	0.343	X2,notdesires,X0;X2,antonym,X1;	driver,notdesires,be_tailgate;driver,antonym,nondriver;
2	0	1	0	2	3	2	2.699838	1	0.160171351	0.160171351	0	0.160171351	0.160171351	0.343	0.343	X2,notdesires,X0;X1,antonym,X2;	child,notdesires,abuse_from_parent;adult,antonym,child;
2	0	1	0	2	3	2	3.797268	1	0.069267087	0.069267087	0	0.069267087	0.069267087	0.4275	0.343	X1,atlocation,X2;X1,antonym,X0;	fisherman,atlocation,hockey_game;fisherman,antonym,woman;
2	0	1	0	2	3	2	4.254306	1	0.069267087	0.069267087	0	0.069267087	0.069267087	0.4275	0.343	X0,antonym,X1;X2,atlocation,X0;	piano,antonym,forte;white_key,atlocation,piano;
2	0	1	0	2	3	2	2.209515	1	0.138370959	0.138370959	0	0.138370959	0.138370959	0.4275	0.343	X2,antonym,X1;X0,symbolof,X2;	memory,antonym,forget;moon,symbolof,memory;
2	0	1	0	2	3	2	4.01309	1	0.069267087	0.069267087	0	0.069267087	0.069267087	0.4275	0.343	X2,antonym,X0;X1,atlocation,X0;	refrigerator,antonym,freezer;leave_over,atlocation,freezer;
2	0	1	0	2	3	2	3.840106	1	0.069267087	0.069267087	0	0.069267087	0.069267087	0.4275	0.343	X1,antonym,X2;X2,atlocation,X0;	stool,antonym,chair;chair,atlocation,bed;
2	0	1	0	2	3	2	4.12359	1	0.08789074	0.08789074	0	0.08789074	0.08789074	0.4275	0.343	X1,atlocation,X0;X1,notdesires,X2;	soldier,atlocation,outer_space;soldier,notdesires,displease_their_commander;
2	0	1	0	2	3	2	2.10721	1	0.138370959	0.138370959	0	0.138370959	0.138370959	0.4275	0.343	X1,antonym,X0;X1,symbolof,X2;	rat,antonym,mouse;rat,symbolof,uncleanliness;
2	0	1	0	2	3	2	3.401228	1	0.117763464	0.117763464	0	0.117763464	0.117763464	0.6715	0.343	X0,antonym,X1;X0,causes,X2;	groom,antonym,ungroomed;groom,causes,dry_skin_to_flake_off;
2	0	1	0	2	3	2	3.395326	1	0.054873348	0.054873348	0	0.054873348	0.054873348	0.6715	0.343	X2,antonym,X1;X2,desires,X0;	men,desires,look_at_centerfold;men,antonym,boy;
2	0	1	0	2	3	2	4.013553	1	0.090258699	0.090258699	0	0.090258699	0.090258699	0.6715	0.343	X0,usedfor,X1;X1,antonym,X2;	drink,antonym,coffee;straw,usedfor,drink;
2	0	1	0	2	3	2	3.307924	1	0.025829518	0.025829518	0	0.025829518	0.025829518	0.6715	0.343	X2,antonym,X0;X2,causesdesire,X1;	road,antonym,sidewalk;road,causesdesire,drive_car;
2	0	1	0	2	3	2	3.514016	1	0.063978675	0.063978675	0	0.063978675	0.063978675	0.6715	0.343	X2,partof,X1;X0,antonym,X1;	radiator,partof,house;garden,antonym,house;
2	0	1	0	2	3	2	3.384712	1	0.099915027	0.099915027	0	0.099915027	0.099915027	0.6715	0.343	X2,antonym,X0;X1,madeof,X2;	rum,antonym,coke;hot_toddy,madeof,rum;
2	0	1	0	2	3	2	3.382197	1	-0.009816593	-0.009816593	0	-0.009816593	-0.009816593	0.6715	0.343	X2,capableof,X0;X1,antonym,X0;	many_other_thing,capableof,happen;protest,antonym,happen;
2	0	1	0	2	3	2	2.752048	1	0.104754078	0.104754078	0	0.104754078	0.104754078	0.6715	0.343	X1,notdesires,X2;X1,partof,X0;	kitten,partof,pregnant_cat;kitten,notdesires,be_throw_in_lake;
2	0	1	0	2	3	2	2.737987	1	0.338603796	0.338603796	0	0.338603796	0.338603796	0.6715	0.343	X0,notdesires,X1;X1,capableof,X2;	hen,notdesires,flag;flag,capableof,wave;
2	0	1	0	2	3	2	3.552181	1	0.090258699	0.090258699	0	0.090258699	0.090258699	0.6715	0.343	X2,antonym,X1;X0,usedfor,X1;	disability,antonym,strength;fight_war,usedfor,strength;
2	0	1	0	2	3	2	3.632052	1	0.104754078	0.104754078	0	0.104754078	0.104754078	0.6715	0.343	X2,notdesires,X1;X0,partof,X2;	make_many_advancement,partof,mankind;mankind,notdesires,earthquake;
2	0	1	0	2	3	2	3.592288	1	0.078284437	0.078284437	0	0.078284437	0.078284437	0.6715	0.343	X0,antonym,X2;X0,motivatedbygoal,X1;	hide,motivatedbygoal,avoid_detection;hide,antonym,disclose;
2	0	1	0	2	3	2	3.321391	1	0.117763464	0.117763464	0	0.117763464	0.117763464	0.6715	0.343	X2,antonym,X1;X0,causes,X1;	marriage,causes,stability;perturbation,antonym,stability;
2	0	1	0	2	3	2	1.544068	1	0.0856939	0.0856939	0	0.0856939	0.0856939	0.6715	0.343	X0,notdesires,X2;X2,madeof,X1;	comb,madeof,plastic_and_rubber;bald_man,notdesires,comb;
2	0	1	0	2	3	2	3.12969	1	0.15558486	0.15558486	0	0.15558486	0.15558486	0.6715	0.343	X2,notdesires,X1;X1,causes,X0;	my_daughter,notdesires,go_to_bed;go_to_bed,causes,sleep_in;
2	0	1	0	2	3	2	4.008515	1	0.090258699	0.090258699	0	0.090258699	0.090258699	0.6715	0.343	X0,antonym,X1;X0,usedfor,X2;	piano,antonym,forte;piano,usedfor,teach;
2	0	1	0	2	3	2	3.08636	1	0.099915027	0.099915027	0	0.099915027	0.099915027	0.6715	0.343	X2,antonym,X1;X2,madeof,X0;	coin,madeof,gold_and_silver;coin,antonym,currency;
2	0	1	0	2	3	2	3.947336	1	0.090258699	0.090258699	0	0.090258699	0.090258699	0.6715	0.343	X2,antonym,X0;X0,usedfor,X1;	corn,antonym,wheat;wheat,usedfor,food_product;
2	0	1	0	2	3	2	3.261025	1	0.078284437	0.078284437	0	0.078284437	0.078284437	0.6715	0.343	X0,motivatedbygoal,X1;X1,antonym,X2;	answer,antonym,wrong;think,motivatedbygoal,answer;
2	0	1	0	2	3	2	3.367729	1	-0.009816593	-0.009816593	0	-0.009816593	-0.009816593	0.6715	0.343	X0,antonym,X1;X2,capableof,X0;	dangerous,antonym,safe;rarely_but,capableof,dangerous;
2	0	1	0	2	3	2	3.843918	1	0.063978675	0.063978675	0	0.063978675	0.063978675	0.6715	0.343	X0,partof,X1;X1,antonym,X2;	conditional,antonym,unconditional;antecedent,partof,conditional;
2	0	1	0	2	3	2	3.028164	1	0.054873348	0.054873348	0	0.054873348	0.054873348	0.6715	0.343	X1,desires,X0;X2,antonym,X1;	cranium,antonym,brain;brain,desires,make_comparison;
